HUD Property ID,HUD Subsidy ID,NHPD Property ID,NHPD Subsidy ID,Subsidy Status,Subsidy Name,Subsidy Subname,Start Date,End Date,Assisted Units,Property Name,Street Address,City,State,Zip Code,Longitude,Latitude,Owner Name,Owner Type,Manager Name,Manager Type,0-1 Bedroom Units,Two Bedroom Units,Three+ Bedroom Units,Target Population,Earliest Construction Date,Latest Construction Date,Rent to FMR Ratio,Known Total Units,Renewal Type Name,Inactive Status Description,Construction Type,Unpaid Principal Balance,Renewal Name,Renewal ID,SOA Code
,VAA2010015,1110600,18a69e74-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2010,01/01/2040,35,CANANCHE CREEK,230 VIRGINIA AVE NE,NORTON,VA,24273,-82.619407,36.944763,CANANCHE CREEK VA LP,,,,,,,Family,,,,36,,,Acquisition and Rehab,58227,,,
,VAA2010055,1110144,44415eaa-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2010,01/01/2040,20,SHAWNEE RIDGE,250 VIRGINIA AVE NE,NORTON,VA,24273,-82.619323,36.944858,SHAWNEE RIDGE VA LP,,,,,,,Elderly or disabled,,,,20,,,Acquisition and Rehab,124112,,,
800021675,VAA2005165,1095255,54415eaa-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2005,01/01/2035,46,OAK CREEK,9923 OAK CREEK PL,OAKTON,VA,22124,-77.28878,38.875511,OAK CREEK FAIRFAX LLC,Non-Profit,,,,,46,Family,,,,46,,,Acquisition and Rehab,,,,
,VAA2002510,1120411,8b604280-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2002,01/01/2032,33,ACCOMACK SENIOR VILLAGE,4 BOUNDARY AVE,ONANCOCK,VA,23417,-75.733764,37.710254,SHENANDOAH RURAL ASSOC,,,,33,0,0,Elderly or disabled,,,,33,,,Acquisition and Rehab,,,,
,VAA1999185,1095098,da8e8d86-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1999,01/01/2029,80,OAKBROOK TERRACE,109 OAKBROOK DR,ORANGE,VA,22960,-78.119888,38.256694,HERITAGE PROPERTY MGMT INC,For Profit,,,,16,64,Family,,,,80,,,New Construction,,,,
,VAA2014030,1105717,d5fef5b6-9d73-e711-84b1-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2014,01/01/2044,60,ROUND HILL MEADOWS,RADNEY RD,ORANGE,VA,,-77.978302,38.2532,ROUND HILL MEADOWS LP,,,,,,,Family,,,,60,,,New Construction,,,,
,VAA2014043,1094964,b7816c14-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2014,01/01/2044,26,WOODRUM MANOR & WESTVIEW,502 WENONAH AVE,PEARISBURG,VA,24134,-80.734657,37.32637,OLDE TOWNE HOUSING LLC,,,,,,,Family,,,,26,,,Acquisition and Rehab,,,,
,VAA2007796,1094937,731a8fb1-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,01/01/2037,11,MEADOWS II - WOLF CREEK HOUSING,220 COBURN CT,PEMBROKE,VA,24136,-80.633781,37.314044,WOLF CREEK HOUSING,,,,0,0,11,Family,,,,11,,,New Construction,,,,
,VAA2000060,1095148,aa8b878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2000,01/01/2030,12,CASCADE TOWNHOUSES & THE MEADOWS,600 CASCADE DR,PEMBROKE,VA,24136,-80.636024,37.331359,PEARISBURG HOUSING OPPORTUNITIES,Non-Profit,,,,2,10,Family,,,,12,,,New Construction,,,,
800021731,VAA2008045,1106726,d2d4b390-d768-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2008,01/01/2038,118,CARRIAGE HOUSE APARTMENTS,135 W OLD ST,PETERSBURG,VA,23803,-77.406402,37.233066,NATIONAL CORP FOR HOUSING PARTNERSHIPS,,,,,,,Elderly or disabled,,,,118,,,Acquisition and Rehab,,,,
,VAA2000250,1095206,da8c878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2000,01/01/2030,12,WYTHE ROW TOWNHOUSES,304 E WYTHE ST,PETERSBURG,VA,23803,-77.398239,37.227085,WYTHE ROW LP,Non-Profit,,,,12,,Family,,,,12,,,Acquisition and Rehab,,,,
,VAA2004608,1095144,177d514a-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2004,01/01/2034,47,BOLLING PARK,35 W FILLMORE ST,PETERSBURG,VA,23803,-77.402503,37.221813,BOLLING PARK LP,,,,44,3,0,Elderly or disabled,,,,47,,,Acquisition and Rehab,,,,
800247918,VAA2009025,1095151,046566a4-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2009,01/01/2039,120,BELLE HALL,127 CHEYENNE TRAIL,PORTSMOUTH,VA,23701,-76.366676,36.814468,BELLE HALL APTS LP,,,,,,,Family,,,,120,,,New Construction,897569,,,
,VAA1995060,1094778,d0429180-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1995,01/01/2025,36,COMMONS AT GREENWOOD,205 BEDFORD CT,PORTSMOUTH,VA,23701,-76.384231,36.803161,GREENWOOD ELDERLY APTS LP,Non-Profit,,,,36,,Elderly or disabled,,,,52,,,New Construction,,,,
,VAA2008075,1095107,3c6466a4-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2008,01/01/2038,156,CRESCENT PLACE,2804 TURNPIKE RD,PORTSMOUTH,VA,23707,-76.334709,36.827831,FOUNTAIN PARK APTS LP,,,,,,,Family,,,,156,,,New Construction,992800,,,
,VAA2011823,1095293,9e8e878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2011,01/01/2041,84,HAMILTON PLACE PHASE I,3401 TURNPIKE RD,PORTSMOUTH,VA,23707,-76.342803,36.822559,HAMILTON PLACE LP,Non-Profit,,,,,,Family,,,,84,,,New Construction,297986,,,
,VAA2013014,1095293,a28e878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2013,01/01/2043,84,HAMILTON PLACE PHASE II,3401 TURNPIKE RD,PORTSMOUTH,VA,23707,-76.342803,36.822559,HAMILTON II LP,Non-Profit,,,,,,Family,,,,84,,,New Construction,888320,,,
,VAA1998025,1094910,0e8c8d86-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1998,01/01/2028,92,ARBOUR REACH,3602 TEJO LN,PORTSMOUTH,VA,23703,-76.407386,36.867992,TEJO ASSOC LP,For Profit,,,,92,,Family,,,,92,,,New Construction,,,,
800021947,VAA2015016,1094352,2d7a75ee-3cc8-e911-a021-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2015,01/01/2045,55,MALVERN HILLS,426 KING ST,PORTSMOUTH,VA,23704,-76.301406,36.834655,MALVERN HILLS APTS LIMITED PARTNERSHIP,,,,55,0,0,Elderly or disabled,,,,55,,,Acquisition and Rehab,,,,
,VAA2006055,1094923,c6337698-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2006,01/01/2036,152,INDEPENDENCE SQUARE,5120 GEORGE WASHINGTON HWY,PORTSMOUTH,VA,23702,-76.3283,36.794059,I SQUARE APTS LP,For Profit,,,33,106,13,Family,,,,152,,,Acquisition and Rehab,346761,,,
800022059,VAA2012200,1094554,3ad4af68-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2012,01/01/2042,134,SOUTHSIDE GARDENS,607 JEFFERSON ST,PORTSMOUTH,VA,23704,-76.301223,36.82257,TM ASSOC MGMT INC,For Profit,,,,68,66,Family,,,,134,,,Acquisition and Rehab,617360,,,
,VAA2015011,1103533,317a75ee-3cc8-e911-a021-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2015,01/01/2045,48,HOPE VILLAGE,611 SIXTH ST,PORTSMOUTH,VA,23704,-76.302017,36.824657,HV COMMUNITY LP,,,,16,16,16,Family,,,,48,,,Acquisition and Rehab,,,,
800021803,VAA2010921,1094414,7bc8f2e5-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2010,01/01/2040,177,EFFINGHAM PLAZA,715 MADISON ST,PORTSMOUTH,VA,23704,-76.30175,36.820587,GOSPORT ELDERLY LP,,,,,,,Elderly or disabled,,,,178,,,Acquisition and Rehab,,,,
,VAA2002540,1095238,e91210c8-e168-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2002,01/01/2032,160,MALLARD COVE,840 LANCER DR,PORTSMOUTH,VA,23701,-76.377227,36.807285,YS PORTSMOUTH LP,,,,0,80,80,Family,,,,160,,,Acquisition and Rehab,,,,
,VAA2015031,1023633,aa3945f2-3f90-e811-b0ec-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2015,01/01/2045,16,WESTBURY COTTAGES,GOODWIN SOUTH STREET,PORTSMOUTH,VA,23704,-76.318397,36.8325,WESTBURY COTTAGES LP,,,,16,,,Family,,,,16,,,New Construction,,,,
,VAA2015024,1104502,ae3945f2-3f90-e811-b0ec-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2015,01/01/2045,84,PUDDLEDOCK PLACE,4270 ANNE TERRACE,PRINCE GEORGE,VA,23875,-77.366294,37.255397,PUDDLEDOCK PLACE LLC,,,,0,60,0,Family,,,,84,,,New Construction,,,,
,VAA2000040,1095142,7a8b878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2000,01/01/2030,156,BAILEY'S RIDGE,4900 BAILEYS RIDGE LN,PRINCE GEORGE,VA,23875,-77.317054,37.2541,BAILEY'S RIDGE APTS LLC,For Profit,,,,117,39,Family,,,,156,,,New Construction,,,,
,VAA2015025,1105544,b23945f2-3f90-e811-b0ec-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2015,01/01/2045,72,PUDDLEDOCK PLACE II,950 DENMARK SQUARE,PRINCE GEORGE,VA,23875,-77.287696,37.2346,PUDDLEDOCK PLACE APTS II LLC,,,,12,42,18,Family,,,,72,,,New Construction,,,,
,VAA2010932,1109847,4f676f26-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2010,01/01/2040,44,PULASKI VILLAGE,980 MEMORIAL DR,PULASKI,VA,24301,-80.761535,37.063957,PULASKI VILLAGE LLC,,,,,,,Elderly or disabled,,,,44,,,New Construction,,,,
,VAA2002140,1094648,1a8f878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2002,01/01/2032,60,MAPLE AVENUE,650 DOMINION TER,PURCELLVILLE,VA,20132,-77.705841,39.140243,ORCHARD DEVELOPMENT CORP (ODC),,,,12,48,,Family,,,,60,,,New Construction,,,,
,VAA1995065,1094779,d8429180-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1995,01/01/2025,16,HARBOR VIEW,313 SECOND AVE,QUANTICO,VA,22134,-77.2901,38.524009,VIP HOUSING PARTNERS,Non-Profit,,,16,,,Family,,,,16,,,Acquisition and Rehab,,,,
,VAA2003185,1094735,2b7f7e92-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2003,01/01/2033,32,RIDGEWOOD PLACE,102 RIDGEWOOD LN,RADFORD,VA,24141,-80.542274,37.124271,RIDGEWOOD PLACE LP,For Profit,,,,8,24,Family,,,,32,,,New Construction,,,,
,VAA1999175,1109155,cace967a-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1999,01/01/2029,48,NEW RIVER GARDENS,106 JEFFRIES DR,RADFORD,VA,24141,-80.582305,37.107475,SHENANDOAH RURAL ASSOC,For Profit,,,12,36,,Family,,,,48,,,Acquisition and Rehab,,,,
,VAA2005001,1108374,056d361b-d968-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2005,01/01/2035,40,RIDGEWOOD PLACE SENIORS,109 RIDGEWOOD LN,RADFORD,VA,24141,-80.542411,37.124435,RIDGEWOOD PLACE SENIOR APTS LTD PARTNERS,,,,,,,Elderly or disabled,,,,40,,,New Construction,,,,
,VAA2009895,1095115,6d39610e-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2009,01/01/2039,60,HIGH MEADOWS,140 E MAIN ST,RADFORD,VA,24141,-80.533226,37.132854,HIGH MEADOWS LP,,,,,,,Family,,,,60,,,New Construction,,,,
800022151,VAA2013034,1094432,a646be5c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2013,01/01/2043,139,WILLOW WOODS PRESERVATION,222 ALLEN AVE,RADFORD,VA,24141,-80.56269,37.120452,RELATED COMPANIES OF NY INC,For Profit,,,,,,Family,,,,143,,,Acquisition and Rehab,252754,,,
,VAA2014022,1109155,4c7e5a38-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2014,01/01/2044,44,NEW RIVER GARDENS II,300 JEFFRIES DR,RADFORD,VA,24141,-80.581626,37.107128,NEW RIVER GARDENS II VA LP,,,,,,,Family,,,,44,,,Acquisition and Rehab,,,,
,VAA2015020,1109155,62d5686d-b1f0-e711-81d0-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2015,01/01/2045,40,NEW RIVER OVERLOOK,300 JEFFRIES DRIVE,RADFORD,VA,24141,-80.581626,37.107128,NEW RIVER OVERLOOK VA LLC,,,,40,0,0,Elderly or disabled,,,,40,,,Acquisition and Rehab,,,,
,VAA1998263,1095442,7fa3e5f1-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/1998,01/01/2028,48,APTS AT NORTH POINT,11695 N POINT CT,RESTON,VA,20194,-77.350639,38.980106,RIHC PARTNERS LP,,,,12,24,12,Family,,,,48,,,New Construction,,,,
,VAA2006767,1111609,bd454298-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2006,01/01/2036,42,GATEWAY VILLAGE,303 KNOB ST,RICH CREEK,VA,24147,-80.821456,37.382896,GATEWAY VILLAGE LLLP,,,,12,30,0,Family,,,,42,,,Acquisition and Rehab,,,,
,VAA2009898,1094949,3c9b6608-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2009,01/01/2039,48,HUNTER'S RIDGE,100 HUNTERS RDG,RICHLANDS,VA,24641,-81.817955,37.089759,GEM MGMT INC,,,,,,,Family,,,,48,,,Acquisition and Rehab,,,,
,VAA1994045,1094759,3ed0967a-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1994,01/01/2024,120,GUARDIAN PLACE I,1620 N HAMILTON ST,RICHMOND,VA,23230,-77.478851,37.570915,UNITED METHODIST FAMILY SERVICES OF VA,For Profit,,,108,12,,Elderly or disabled,,,,120,,,New Construction,,,,
800021783,VAA2003623,1094482,509b6608-e168-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2003,01/01/2033,140,WILLIAMSBURG VILLAGE,1634 THALIA CRES,RICHMOND,VA,23231,-77.391235,37.510066,WILLIAMSBURG VILLAGE ASSOC LP,,,,35,70,35,Family,,,,140,,,Acquisition and Rehab,,,,
800034366,VAA1989125,1095263,e385d32d-e268-e711-806a-005056ba3ab9,Inactive,LIHTC,4% and 9% Tax Credit,01/01/1989,01/01/2004,64,SHOCKOE HILL II,200 HOSPITAL ST,RICHMOND,VA,23219,-77.431983,37.553363,SHOCKOE HILL ASSOC II LP,,,,,,,,,,,64,,Non-programmatic,Acquisition and Rehab,,,,
,VAA1999319,1094966,63816c14-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/1999,01/01/2029,29,CARY 2000 I,2000 W CARY ST,RICHMOND,VA,23220,-77.466468,37.548248,CARY 2000,,,,,,,Family,,,,29,,,Acquisition and Rehab,,,,
,VAA2002518,1094770,657415c2-e168-e711-806a-005056ba3ab9,Active,LIHTC,4% and 9% Tax Credit,01/01/2002,01/01/2032,28,CARY 2000 NORTH PHASE II,2009 W CARY ST,RICHMOND,VA,23220,-77.466735,37.547985,CARY 2000 PHASE II LP,,,,14,14,0,Family,,,,28,,,New Construction,,,,
,VAA2002075,1094634,ba8e878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2002,01/01/2032,52,GRACE PLACE,205 N FOURTH ST,RICHMOND,VA,23219,-77.438659,37.542877,FRANKLIN CAPITAL GROUP,,,,35,17,,Family,,,,58,,,Acquisition and Rehab,,,,
,VAA1998277,1094820,f49a6608-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/1998,01/01/2028,102,DUNSTON MANOR,205 W ROANOKE ST,RICHMOND,VA,23225,-77.475601,37.513084,ARTCRAFT-DUNSTON LP,,,,58,44,0,Family,,,,102,,,Acquisition and Rehab,,,,
800022058,VAA2002215,1094312,17a2cd50-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2002,01/01/2032,113,SHOCKOE HILL I APARTMENTS,210 HOSPITAL ST,RICHMOND,VA,23219,-77.43148,37.5531,SHOCKOE HILL I LP,For Profit,"Main Street Realty, Inc.",,113,,,Elderly or disabled,,,,113,,,Acquisition and Rehab,,,,
,VAA2016004,1103307,31ebb092-3f90-e811-b0ec-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2016,01/01/2046,47,CARY WEST,22 S MEADOW STREET,RICHMOND,VA,23220,-77.466148,37.549102,RICHMOND SCATTERED SITES WEST LLC,,,,9,29,9,Elderly or disabled,,,,47,,,Acquisition and Rehab,,,,
,VAA2002527,1095234,d0b889b7-e268-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2002,01/01/2032,136,GRAYSTONE,2394 AFTON AVE,RICHMOND,VA,23224,-77.441619,37.492252,GS RICHMOND LP,,,,23,110,3,Family,,,,136,,,Acquisition and Rehab,,,,
,VAA2013003,1096047,009b6608-e168-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2013,01/01/2043,192,ANDOVER PLACE,2823 FAIRFIELD AVE,RICHMOND,VA,23223,-77.396965,37.548999,TMG RICHMOND IV LP,,,,,,,Family,,,,192,,,Acquisition and Rehab,,,,
800022039,VAA2008855,1094522,57df593e-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2008,01/01/2038,50,300 RANDOLPH STREET,300 RANDOLPH ST,RICHMOND,VA,23220,-77.459625,37.543811,300 RANDOLPH STREET LLC,,,,50,,,Elderly or disabled,,,,50,,,Acquisition and Rehab,,,,
,VAA2005040,1094838,2f807e92-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2005,01/01/2035,80,CARTER WOODS I,301 DABBS HOUSE RD,RICHMOND,VA,23223,-77.381492,37.541751,NINE MILE ROAD LLC,Non-Profit,,,,,,Elderly or disabled,,,,80,,,New Construction,,,,
,VAA2007780,1094838,131b8fb1-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,01/01/2037,72,CARTER WOODS II,301 DABBS HOUSE RD,RICHMOND,VA,23223,-77.381492,37.541751,NINE MILE ROAD LLC II,,,,47,25,0,Elderly or disabled,,,,72,,,New Construction,,,,
800021972,VAA2005765,1094390,a08bfdd9-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2005,01/01/2035,152,NEWBRIDGE VILLAGE,307 NEWBRIDGE RD,RICHMOND,VA,23223,-77.34259,37.546802,NEWBRIDGE ASSOC LLC,,,,27,77,48,Family,,,,152,,,Acquisition and Rehab,,,,
,VAA2014038,1094810,df7c94ab-e268-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2014,01/01/2044,132,TUSCANY TOWNHOMES,3124 SNEAD CT,RICHMOND,VA,23224,-77.483757,37.474983,TUSCANY TOWNHOMES LP,,,,,132,,Family,,,,132,,,Acquisition and Rehab,,,,
,VAA2006090,1094929,fc337698-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2006,01/01/2036,112,SOUTH GATE,3444 MAURY ST,RICHMOND,VA,23224,-77.463134,37.502433,SOUTH GATE APTS LLC,For Profit,,,12,88,12,Family,,,,112,,,Acquisition and Rehab,184885,,,
800021780,VAA2008080,1095267,f4415eaa-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2008,01/01/2038,41,DELMONT PLAZA,3800 DELMONT ST,RICHMOND,VA,23222,-77.42855,37.583103,DP APTS LP,,,,,,,Family,,,,41,,,Acquisition and Rehab,147960,,,
,VAA1998110,1094992,ca8c8d86-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1998,01/01/2028,109,NORCROFT,389 NORCROFT CIR,RICHMOND,VA,23225,-77.482749,37.51329,FOREST HILLS ASSOC LP,For Profit,,,79,30,,Elderly or disabled,,,,109,,,New Construction,,,,
800021743,VAA2002035,1094293,5a2bd54a-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2002,01/01/2032,100,CHARNWOOD FOREST LDHA,4325 CRUTCHFIELD ST,RICHMOND,VA,23225,-77.485023,37.511112,CHARNWOOD RICHMOND LLC,Non-Profit,AMURCON REALTY COMPANY,,90,10,,Elderly or disabled,,,,100,,,Acquisition and Rehab,,,,
,VAA2001240,1095278,4e8e878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2001,01/01/2031,160,TOWNHOMES OF OAKLEYS,4659 SYDCLAY DR,RICHMOND,VA,23231,-77.34761,37.524105,OAKLEYS TOWNHOUSES LLC,For Profit,,,8,112,40,Family,,,,160,,,Acquisition and Rehab,,,,
,VAA2001025,1095212,fe8c878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2001,01/01/2031,160,AUDUBON VILLAGE I,4901 WOOD THRUSH CIR,RICHMOND,VA,23231,-77.349441,37.525691,LRC - AUDUBON VILLAGE I LP,For Profit,,,,128,32,Family,,,,160,,,Acquisition and Rehab,,,,
,VAA1997080,1094879,a8459180-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1997,01/01/2027,50,LAWNDALE FARMS,4919 MILLERS LN,RICHMOND,VA,23231,-77.365425,37.521278,LAWNDALE I LP,For Profit,,,,50,,Family,,,,50,,,Acquisition and Rehab,,,,
,VAA2012215,1094849,d0449180-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2012,01/01/2042,21,STUDIOS AT SOUTH RICHMOND,5409 HULL ST RD,RICHMOND,VA,23224,-77.493209,37.48928,VIRGINIA SUPPORTIVE HOUSING,,,,21,,,Family,,,,21,,,New Construction,303588,,,
,VAA2002553,1095254,088237a4-e168-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2002,01/01/2032,266,RICHFIELD PLACE,5810 BILLINGSLY CT,RICHMOND,VA,23227,-77.442008,37.612209,RICHFIELD PLACE ASSOC,,,,51,139,76,Family,,,,266,,,Acquisition and Rehab,,,,
800021722,VAA2009040,1094279,c62ad54a-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2009,01/01/2039,144,CHIPPENHAM PLACE,5849 ORCUTT LN,RICHMOND,VA,23224,-77.501449,37.482948,CHIPPENHAM PLACE LP,,,,,,,Family,,,,144,,,Acquisition and Rehab,702944,,,
,VAA2006807,1094900,9b1a8fb1-e268-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2006,01/01/2036,124,SUMMERDALE,5930 TIGER LILY LN,RICHMOND,VA,23223,-77.343879,37.548347,TYSONS LANDING FAIRFAX LLC,,,,0,76,48,Family,,,,124,,,New Construction,,,,
,VAA2010909,1104150,29fac1ff-d568-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2010,01/01/2040,120,ATLANTIC AT BROOK RUN,6000 BROOK RD,RICHMOND,VA,23227,-77.45745,37.613895,BROOK RUN SOMERSET LLC,,,,,,,Elderly or disabled,,,,120,,,New Construction,,,,
800021987,VAA2007797,1108310,2c303e15-d968-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,01/01/2037,100,OAKLAND VILLAGE,6000 OAKANO DR,RICHMOND,VA,23231,-77.392318,37.500392,OAKLAND VILLAGE ASSOC LLC,,,,0,25,75,Family,,,,100,,,Acquisition and Rehab,,,,
,VAA2016028,1103311,41ebb092-3f90-e811-b0ec-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2016,01/01/2046,40,TOWNHOMES AT WARWICK PLACE,6220 OLD WARWICK ROAD,RICHMOND,VA,23224,-77.5093,37.499034,NEW WARWICK TOWNHOMES LLC,,,,,,40,Family,,,,40,,,New Construction,,,,
,VAA2007801,1104073,cf6bf8bd-d568-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,01/01/2037,51,PARHAM PARK PLACE II,7590 E PARHAM RD,RICHMOND,VA,23294,-77.521713,37.629817,PARHAM PARK PLACE II LLC,,,,6,45,0,Elderly or disabled,,,,51,,,New Construction,,,,
,VAA2000150,1095174,2a8c878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2000,01/01/2030,85,PARHAM PARK PLACE I,7600 E PARHAM RD,RICHMOND,VA,23294,-77.521827,37.629821,ELDERHOMES PARHAM SENIORS LP,Non-Profit,,,,86,,Elderly or disabled,,,,86,,,New Construction,,,,
,VAA1994005,1094752,06d0967a-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% and 9% Tax Credit,01/01/1994,01/01/2024,21,8 & 10 SOUTH 14TH STREET,8 S 14TH ST,RICHMOND,VA,23219,-77.43235,37.535274,PJS ASSOC LLC,For Profit,,,21,,,Family,,,,21,,,New Construction,,,,
,VAA2008105,1095427,b9964eb6-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2008,01/01/2038,24,HILLCREST HEIGHTS,1092 WISE AVE SE,ROANOKE,VA,,-79.926902,37.263,INDIAN VILLAGE LP,,,,,,,Family,,,,24,,,New Construction,345931,,,
,VAA2010941,1095179,997415c2-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2010,01/01/2040,78,TERRACE NORTH,1520 MAIDEN LN SW,ROANOKE,VA,24015,-79.968963,37.264343,TERRACE NORTH LP,,,,,,,Family,,,,78,,,New Construction,,,,
,VAA2006804,1094898,14b989b7-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2006,01/01/2036,30,STEPPING STONE,1914 GANDY DR NW,ROANOKE,VA,24012,-79.942146,37.287979,STEPPING STONE LP,,,,0,12,18,Family,,,,30,,,New Construction,,,,
,VAA2002150,1094650,2a8f878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2002,01/01/2032,68,MCCRAY COURT SENIOR LIVING,204 NINTH ST NW,ROANOKE,VA,24016,-79.954864,37.277214,MCCRAY COURT LP,Non-Profit,,,32,36,,Elderly or disabled,,,,68,,,New Construction,,,,
,VAA2007778,1094930,ef806c14-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,01/01/2037,48,BLUE RIDGE VILLAGE,2744 MELROSE AVE NW,ROANOKE,VA,24017,-79.981086,37.288059,BLUE RIDGE VILLAGE LP,,,,7,41,0,Elderly or disabled,,,,48,,,New Construction,,,,
