var_code,var_label,data_type,level,val_min,val_max,var_relabel,val_label,recode,val_length,val_na
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,92811P6,92811P6,,"MIL-Armed Forces, Branch Not Specified",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,92811P7,92811P7,,MIL-Military Reserves Or National Guard,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,999920,999920,,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",TRUE,8,0
POWPUMA,Place of work PUMA based on 2020 Census definition,chr,person,bbbbb,bbbbb,,"N/A (not a worker-not in the labor force, including persons under 16 years; unemployed; civilian employed, with a job not at work; Armed Forces, with a job but not at work)",TRUE,5,0
POWPUMA,Place of work PUMA based on 2020 Census definition,chr,person,1,1,,Did not work in the United States or in Puerto Rico,TRUE,5,0
POWPUMA,Place of work PUMA based on 2020 Census definition,chr,person,100,81000,,Assigned Place of work PUMA.  Use with POWSP.,TRUE,5,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,bbbbbb,bbbbbb,,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,1110XX,1110XX,,MGR-Chief Executives And Legislators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,111021,111021,,MGR-General And Operations Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,112011,112011,,MGR-Advertising And Promotions Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,112021,112021,,MGR-Marketing Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,112022,112022,,MGR-Sales Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,112030,112030,,MGR-Public Relations And Fundraising Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,113012,113012,,MGR-Administrative Services Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,113013,113013,,MGR-Facilities Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,113021,113021,,MGR-Computer And Information Systems Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,113031,113031,,MGR-Financial Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,113111,113111,,MGR-Compensation And Benefits Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,113121,113121,,MGR-Human Resources Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,113131,113131,,MGR-Training And Development Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,113051,113051,,MGR-Industrial Production Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,113061,113061,,MGR-Purchasing Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,113071,113071,,"MGR-Transportation, Storage, And Distribution Managers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,119013,119013,,"MGR-Farmers, Ranchers, And Other Agricultural Managers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,119021,119021,,MGR-Construction Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,119030,119030,,MGR-Education And Childcare Administrators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,119041,119041,,MGR-Architectural And Engineering Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,119051,119051,,MGR-Food Service Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,119070,119070,,MGR-Entertainment And Recreation Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,119081,119081,,MGR-Lodging Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,119111,119111,,MGR-Medical And Health Services Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,119121,119121,,MGR-Natural Sciences Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,119141,119141,,"MGR-Property, Real Estate, And Community Association Managers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,119151,119151,,MGR-Social And Community Service Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,119161,119161,,MGR-Emergency Management Directors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,1191XX,1191XX,,MGR-Other Managers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131011,131011,,"BUS-Agents And Business Managers Of Artists, Performers, And Athletes",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131021,131021,,"BUS-Buyers And Purchasing Agents, Farm Products",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131022,131022,,"BUS-Wholesale And Retail Buyers, Except Farm Products",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131023,131023,,"BUS-Purchasing Agents, Except Wholesale, Retail, And Farm Products",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131030,131030,,"BUS-Claims Adjusters, Appraisers, Examiners, And Investigators",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131041,131041,,BUS-Compliance Officers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131051,131051,,BUS-Cost Estimators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131070,131070,,BUS-Human Resources Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131081,131081,,BUS-Logisticians,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131082,131082,,BUS-Project Management Specialists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131111,131111,,BUS-Management Analysts,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131121,131121,,"BUS-Meeting, Convention, And Event Planners",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131131,131131,,BUS-Fundraisers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131141,131141,,"BUS-Compensation, Benefits, And Job Analysis Specialists",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131151,131151,,BUS-Training And Development Specialists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131161,131161,,BUS-Market Research Analysts And Marketing Specialists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,131199,131199,,"BUS-Business Operations Specialists, All Other",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,132011,132011,,FIN-Accountants And Auditors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,132020,132020,,FIN-Property Appraisers And Assessors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,132031,132031,,FIN-Budget Analysts,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,132041,132041,,FIN-Credit Analysts,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,132051,132051,,FIN-Financial And Investment Analysts,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,132052,132052,,FIN-Personal Financial Advisors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,132053,132053,,FIN-Insurance Underwriters,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,132061,132061,,FIN-Financial Examiners,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,132070,132070,,FIN-Credit Counselors And Loan Officers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,132081,132081,,"FIN-Tax Examiners And Collectors, And Revenue Agents",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,132082,132082,,FIN-Tax Preparers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,1320XX,1320XX,,FIN-Other Financial Specialists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,151221,151221,,CMM-Computer And Information Research Scientists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,151211,151211,,CMM-Computer Systems Analysts,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,151212,151212,,CMM-Information Security Analysts,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,151251,151251,,CMM-Computer Programmers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,151252,151252,,CMM-Software Developers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,151253,151253,,CMM-Software Quality Assurance Analysts And Testers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,151254,151254,,CMM-Web Developers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,151255,151255,,CMM-Web And Digital Interface Designers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,151230,151230,,CMM-Computer Support Specialists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,15124X,15124X,,CMM-Database Administrators And Architects,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,151244,151244,,CMM-Network And Computer Systems Administrators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,151241,151241,,CMM-Computer Network Architects,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,151299,151299,,"CMM-Computer Occupations, All Other",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,152011,152011,,CMM-Actuaries,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,152031,152031,,CMM-Operations Research Analysts,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,1520XX,1520XX,,CMM-Other Mathematical Science Occupations,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,171011,171011,,"ENG-Architects, Except Landscape And Naval",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,171012,171012,,ENG-Landscape Architects,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,171020,171020,,"ENG-Surveyors, Cartographers, And Photogrammetrists",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,172011,172011,,ENG-Aerospace Engineers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,1720XX,1720XX,,ENG-Biomedical And Agricultural Engineers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,172041,172041,,ENG-Chemical Engineers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,172051,172051,,ENG-Civil Engineers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,172061,172061,,ENG-Computer Hardware Engineers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,172070,172070,,ENG-Electrical And Electronics Engineers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,172081,172081,,ENG-Environmental Engineers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,172110,172110,,"ENG-Industrial Engineers, Including Health And Safety",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,172121,172121,,ENG-Marine Engineers And Naval Architects,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,172131,172131,,ENG-Materials Engineers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,172141,172141,,ENG-Mechanical Engineers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,1721XX,1721XX,,"ENG-Petroleum, Mining And Geological Engineers, Including Mining Safety Engineers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,1721YY,1721YY,,ENG-Other Engineers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,173011,173011,,ENG-Architectural And Civil Drafters,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,17301X,17301X,,ENG-Other Drafters,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,173023,173023,,ENG-Electrical and Electronic Engineering Technologists And Technicians,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,17302X,17302X,,"ENG-Other Engineering Technologists And Technicians, Except Drafters",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,173031,173031,,ENG-Surveying And Mapping Technicians,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,191010,191010,,SCI-Agricultural And Food Scientists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,191020,191020,,SCI-Biological Scientists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,191030,191030,,SCI-Conservation Scientists And Foresters,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,1910XX,1910XX,,SCI-Other Life Scientists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,192010,192010,,SCI-Astronomers And Physicists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,192021,192021,,SCI-Atmospheric And Space Scientists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,192030,192030,,SCI-Chemists And Materials Scientists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,192041,192041,,"SCI-Environmental Scientists And Specialists, Including Health",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,19204X,19204X,,"SCI-Geoscientists And Hydrologists, Except Geographers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,192099,192099,,"SCI-Physical Scientists, All Other",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,193011,193011,,SCI-Economists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,193033,193033,,SCI-Clinical And Counseling Psychologists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,193034,193034,,SCI-School Psychologists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,19303X,19303X,,SCI-Other Psychologists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,193051,193051,,SCI-Urban And Regional Planners,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,1930XX,1930XX,,SCI-Other Social Scientists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,194010,194010,,SCI-Agricultural And Food Science Technicians,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,194021,194021,,SCI-Biological Technicians,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,194031,194031,,SCI-Chemical Technicians,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,1940XX,1940XX,,"SCI-Environmental Science And Geoscience Technicians, And Nuclear Technicians",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,1940YY,1940YY,,"SCI-Other Life, Physical, And Social Science Technicians",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,195010,195010,,SCI-Occupational Health And Safety Specialists And Technicians,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,211011,211011,,CMS-Substance Abuse And Behavioral Disorder Counselors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,211012,211012,,"CMS-Educational, Guidance, And Career Counselors And Advisors",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,211013,211013,,CMS-Marriage And Family Therapists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,211014,211014,,CMS-Mental Health Counselors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,211015,211015,,CMS-Rehabilitation Counselors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,211019,211019,,"CMS-Counselors, All Other",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,211021,211021,,"CMS-Child, Family, And School Social Workers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,211022,211022,,CMS-Healthcare Social Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,211023,211023,,CMS-Mental Health And Substance Abuse Social Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,211029,211029,,"CMS-Social Workers, All Other",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,211092,211092,,CMS-Probation Officers And Correctional Treatment Specialists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,211093,211093,,CMS-Social And Human Service Assistants,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,21109X,21109X,,CMS-Other Community And Social Service Specialists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,212011,212011,,CMS-Clergy,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,212021,212021,,"CMS-Directors, Religious Activities And Education",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,212099,212099,,"CMS-Religious Workers, All Other",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,2310XX,2310XX,,"LGL-Lawyers, And Judges, Magistrates, And Other Judicial Workers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,231012,231012,,LGL-Judicial Law Clerks,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,232011,232011,,LGL-Paralegals And Legal Assistants,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,232093,232093,,"LGL-Title Examiners, Abstractors, And Searchers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,232099,232099,,"LGL-Legal Support Workers, All Other",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,251000,251000,,EDU-Postsecondary Teachers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,252010,252010,,EDU-Preschool And Kindergarten Teachers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,252020,252020,,EDU-Elementary And Middle School Teachers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,252030,252030,,EDU-Secondary School Teachers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,252050,252050,,EDU-Special Education Teachers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,253041,253041,,EDU-Tutors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,2530XX,2530XX,,EDU-Other Teachers And Instructors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,254010,254010,,"EDU-Archivists, Curators, And Museum Technicians",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,254022,254022,,EDU-Librarians And Media Collections Specialists,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,254031,254031,,EDU-Library Technicians,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,259040,259040,,EDU-Teaching Assistants,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,2590XX,2590XX,,EDU-Other Educational Instruction and Library Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,271010,271010,,ENT-Artists And Related Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,271021,271021,,ENT-Commercial And Industrial Designers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,271022,271022,,ENT-Fashion Designers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,271023,271023,,ENT-Floral Designers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,271024,271024,,ENT-Graphic Designers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,271025,271025,,ENT-Interior Designers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,271026,271026,,ENT-Merchandise Displayers And Window Trimmers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,27102X,27102X,,ENT-Other Designers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,272011,272011,,ENT-Actors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,272012,272012,,ENT-Producers And Directors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,272021,272021,,ENT-Athletes And Sports Competitors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,272022,272022,,ENT-Coaches And Scouts,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,272023,272023,,"ENT-Umpires, Referees, And Other Sports Officials",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,272030,272030,,ENT-Dancers And Choreographers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,272041,272041,,ENT-Music Directors And Composers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,272042,272042,,ENT-Musicians And Singers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,272091,272091,,"ENT-Disc Jockeys, Except Radio",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,272099,272099,,"ENT-Entertainers And Performers, Sports And Related Workers, All Other",TRUE,6,0
